i,j,date1
133,195,20111201
133,195,20111202
133,195,20111203
133,195,20111206
133,195,20111207
133,195,20111209
133,195,20111212
133,195,20111213
133,195,20111214
133,195,20111216
133,195,20111225
133,195,20120116
133,195,20120117
133,195,20120121
133,195,20120204
133,195,20120208
133,195,20120210
133,195,20120211
133,195,20120217
133,195,20120218
133,195,20120219
133,195,20120224
133,195,20120225
133,195,20120317
133,195,20120318
133,195,20120319
133,195,20120321
133,195,20120324
133,195,20120327
133,195,20120329
133,195,20120330
133,195,20120331
133,195,20120401
133,195,20120402
133,195,20120411
133,195,20120412
133,195,20120413
133,195,20120420
133,195,20120421
133,195,20120423
133,195,20120424
133,195,20120425
133,195,20120426
133,195,20120427
133,195,20120505
133,195,20120506
133,195,20120509
134,85,20120307
134,85,20120312
134,85,20120326
134,85,20120402
134,85,20120404
134,85,20120418
134,85,20120509
134,112,20111209
134,112,20111215
134,114,20110822
134,114,20110830
134,114,20110831
134,114,20110909
134,114,20110911
134,114,20110912
134,114,20111210
134,114,20120124
134,133,20120116
134,165,20120115
134,165,20120117
134,165,20120414
134,165,20120421
134,165,20120428
134,191,20111026
134,191,20111027
134,191,20111029
134,191,20111107
134,191,20111129
134,191,20111130
134,191,20111201
134,191,20111202
134,191,20111214
134,191,20111225
134,191,20120117
134,191,20120125
134,191,20120201
134,191,20120202
134,191,20120203
134,191,20120412
134,191,20120504
135,25,20110824
135,25,20110826
135,25,20110903
135,25,20111008
135,25,20111027
135,25,20111028
135,25,20111102
135,25,20111107
135,25,20120101
135,25,20120410
135,34,20110903
135,34,20110917
135,34,20110918
135,34,20110922
135,34,20110927
135,34,20111013
135,34,20111021
135,34,20111124
135,34,20111129
135,34,20120101
135,34,20120114
135,34,20120123
135,34,20120212
135,115,20110822
135,115,20110824
135,115,20110826
135,115,20110827
135,115,20111225
135,115,20120101
135,115,20120208
135,115,20120209
135,129,20120503
135,129,20120505
135,187,20110825
135,187,20110828
135,187,20110831
135,187,20110914
135,187,20111010
135,187,20111029
135,187,20111124
135,187,20120101
135,195,20111103
135,195,20111225
135,195,20111231
136,25,20111203
136,57,20110918
136,57,20110920
136,68,20110826
136,68,20110827
136,68,20110914
136,68,20110921
136,68,20110923
136,68,20110926
136,68,20111001
136,68,20111007
136,68,20111013
136,68,20111023
136,68,20111025
136,68,20111028
136,68,20111029
136,68,20111030
136,68,20111106
136,68,20111109
136,68,20111120
136,68,20111204
136,68,20111206
136,68,20111208
136,68,20111216
136,68,20120119
136,68,20120201
136,68,20120307
136,68,20120326
136,68,20120404
136,68,20120414
136,68,20120430
136,68,20120503
136,68,20120504
136,68,20120510
136,118,20110910
136,118,20110920
136,118,20110927
136,118,20110929
136,118,20111001
136,118,20111002
136,118,20111008
136,118,20111022
136,118,20111025
136,118,20111027
136,118,20111104
136,118,20111105
136,118,20111112
136,118,20111115
136,118,20111117
136,118,20111118
136,118,20111206
136,118,20111208
136,118,20111209
136,118,20111210
136,118,20111213
136,118,20111215
136,118,20111216
136,118,20120119
136,118,20120121
136,118,20120122
136,118,20120124
136,118,20120126
136,118,20120127
136,118,20120128
136,118,20120130
136,118,20120131
136,118,20120201
136,118,20120202
136,118,20120207
136,118,20120209
136,118,20120214
136,118,20120216
136,118,20120220
136,118,20120221
136,118,20120223
136,118,20120228
136,118,20120301
136,118,20120306
136,118,20120308
136,118,20120320
136,118,20120322
136,118,20120324
136,118,20120325
136,118,20120326
136,118,20120328
136,118,20120401
136,118,20120403
136,118,20120405
136,118,20120410
136,118,20120412
136,118,20120416
136,118,20120417
136,118,20120419
136,118,20120420
136,118,20120421
136,118,20120423
136,118,20120424
136,118,20120425
136,118,20120426
136,118,20120428
136,118,20120429
136,118,20120430
136,118,20120503
136,118,20120508
136,118,20120509
136,118,20120510
136,144,20110916
136,144,20111007
136,144,20111124
136,144,20120120
136,144,20120127
136,144,20120201
136,144,20120205
136,144,20120217
136,144,20120323
136,144,20120324
136,144,20120326
136,144,20120418
136,144,20120505
136,182,20110827
136,182,20110828
136,182,20111007
136,182,20111013
136,182,20120129
136,182,20120204
136,182,20120206
136,182,20120328
136,182,20120425
137,16,20120423
137,42,20110821
137,42,20110823
137,42,20110824
137,42,20110825
137,42,20110826
137,42,20110827
137,42,20110828
137,42,20110829
137,42,20110830
137,42,20110831
137,42,20110901
137,42,20110902
137,42,20110903
137,42,20110904
137,42,20110905
137,42,20110906
137,42,20110908
137,42,20110909
137,42,20110910
137,42,20110911
137,42,20110912
137,42,20110913
137,42,20110914
137,42,20110915
137,42,20110916
137,42,20110917
137,42,20110918
137,42,20110919
137,42,20110920
137,42,20110921
137,42,20110923
137,42,20110926
137,42,20110927
137,42,20110928
137,42,20110929
137,42,20110930
137,42,20111001
137,42,20111003
137,42,20111004
137,42,20111005
137,42,20111007
137,42,20111008
137,42,20111009
137,42,20111010
137,42,20111012
137,42,20111013
137,42,20111014
137,42,20111015
137,42,20111017
137,42,20111019
137,42,20111020
137,42,20111021
137,42,20111022
137,42,20111023
137,42,20111024
137,42,20111026
137,42,20111027
137,42,20111028
137,42,20111030
137,42,20111031
137,42,20111102
137,42,20111103
137,42,20111104
137,42,20111105
137,42,20111106
137,42,20111107
137,42,20111108
137,42,20111109
137,42,20111110
137,42,20111111
137,42,20111112
137,42,20111113
137,42,20111114
137,42,20111116
137,42,20111117
137,42,20111118
137,42,20111119
137,42,20111120
137,42,20111121
137,42,20111123
137,42,20111124
137,42,20111126
137,42,20111127
137,42,20111128
137,42,20111130
137,42,20111201
137,42,20111202
137,42,20111203
137,42,20111204
137,42,20111205
137,42,20111207
137,42,20111208
137,42,20111209
137,42,20111210
137,42,20111211
137,42,20111212
137,42,20111213
137,42,20111215
137,42,20111218
137,42,20111221
137,42,20111225
137,42,20120104
137,42,20120108
137,42,20120114
137,42,20120116
137,42,20120117
137,42,20120118
137,42,20120119
137,42,20120120
137,42,20120121
137,42,20120122
137,42,20120124
137,42,20120126
137,42,20120127
137,42,20120128
137,42,20120129
137,42,20120131
137,42,20120201
137,42,20120202
137,42,20120204
137,42,20120205
137,42,20120207
137,42,20120209
137,42,20120210
137,42,20120211
137,42,20120212
137,42,20120214
137,42,20120215
137,42,20120216
137,42,20120217
137,42,20120218
137,42,20120219
137,42,20120220
137,42,20120221
137,42,20120223
137,42,20120225
137,42,20120226
137,42,20120228
137,42,20120303
137,42,20120306
137,42,20120307
137,42,20120308
137,42,20120309
137,42,20120313
137,42,20120315
137,42,20120317
137,42,20120319
137,42,20120324
137,42,20120325
137,42,20120327
137,42,20120328
137,42,20120329
137,42,20120330
137,42,20120331
137,42,20120401
137,42,20120402
137,42,20120403
137,42,20120404
137,42,20120405
137,42,20120407
137,42,20120408
137,42,20120410
137,42,20120411
137,42,20120412
137,42,20120413
137,42,20120414
137,42,20120415
137,42,20120416
137,42,20120420
137,42,20120421
137,42,20120422
137,42,20120423
137,42,20120425
137,42,20120426
137,42,20120427
137,42,20120428
137,42,20120502
137,42,20120503
137,42,20120504
137,42,20120505
137,42,20120506
137,42,20120507
137,42,20120508
137,42,20120509
137,42,20120510
137,42,20120512
137,175,20110911
137,175,20110912
137,175,20110913
137,175,20110915
137,175,20110916
137,175,20110923
137,175,20110929
137,175,20110930
137,175,20111007
137,175,20111027
137,175,20111028
137,175,20111029
137,175,20111030
137,175,20111102
137,175,20111105
137,175,20111106
137,175,20111108
137,175,20111109
137,175,20111110
137,175,20111111
137,175,20111112
137,175,20111117
137,175,20111122
137,175,20111123
137,175,20111125
137,175,20111127
137,175,20111207
137,179,20120131
137,179,20120216
137,179,20120220
137,179,20120223
137,180,20111002
137,180,20111003
137,180,20111004
137,180,20111015
137,180,20111016
137,180,20111017
137,180,20111018
137,180,20111019
137,180,20111020
137,180,20111029
137,180,20111113
137,180,20120214
137,180,20120216
137,180,20120226
137,180,20120313
137,180,20120317
137,180,20120501
137,186,20120301
137,186,20120303
137,186,20120322
137,186,20120323
137,186,20120329
137,186,20120330
137,186,20120404
137,186,20120413
137,186,20120415
137,186,20120421
138,7,20111108
138,7,20111113
138,7,20111127
138,7,20111204
138,7,20111205
138,19,20110821
138,19,20110822
138,19,20110826
138,19,20120208
138,39,20110824
138,39,20110825
138,39,20110826
138,39,20110827
138,39,20110828
138,39,20110829
138,39,20110830
138,39,20110831
138,39,20110901
138,39,20110902
138,39,20110903
138,39,20110904
138,39,20110905
138,39,20110909
138,39,20110910
138,39,20110913
138,39,20110915
138,39,20110918
138,39,20110919
138,39,20110929
138,39,20111003
138,39,20111014
138,39,20111028
138,39,20111104
138,39,20111105
138,39,20111107
138,39,20111108
138,39,20111122
138,39,20111201
138,39,20111202
138,39,20111205
138,39,20111206
138,39,20111215
138,39,20111225
138,39,20120110
138,39,20120128
138,39,20120130
138,39,20120202
138,39,20120209
138,39,20120213
138,39,20120216
138,39,20120219
138,39,20120220
138,39,20120225
138,39,20120226
138,39,20120229
138,39,20120302
138,39,20120308
138,39,20120309
138,39,20120310
138,39,20120311
138,39,20120313
138,39,20120316
138,39,20120318
138,39,20120320
138,39,20120321
138,39,20120322
138,39,20120323
138,39,20120324
138,39,20120325
138,39,20120326
138,39,20120327
138,39,20120328
138,39,20120329
138,39,20120330
138,39,20120401
138,39,20120402
138,39,20120403
138,39,20120404
138,39,20120405
138,39,20120411
138,39,20120413
138,39,20120415
138,39,20120420
138,39,20120423
138,39,20120424
138,39,20120427
138,39,20120502
138,39,20120503
138,39,20120504
138,39,20120511
138,62,20120219
138,62,20120303
138,62,20120328
138,62,20120404
138,91,20110929
138,91,20111010
138,91,20111012
138,91,20120130
138,91,20120131
138,91,20120202
138,91,20120216
138,91,20120322
138,114,20110830
138,114,20110831
138,114,20110901
138,119,20111108
138,119,20111113
138,119,20111127
138,119,20111202
138,119,20111204
138,119,20111205
138,126,20110821
138,126,20110829
138,126,20110830
138,126,20110831
138,126,20110901
138,126,20120208
138,126,20120220
138,151,20120324
138,151,20120408
138,151,20120411
138,151,20120505
138,152,20110924
138,152,20110929
138,152,20111025
138,152,20111031
138,152,20111101
138,152,20111104
138,152,20111112
138,152,20111113
138,152,20111129
138,152,20111208
138,152,20111214
138,152,20111225
138,152,20120118
138,152,20120125
138,152,20120126
138,152,20120127
138,152,20120129
138,152,20120131
138,152,20120201
138,152,20120202
138,152,20120207
138,152,20120209
138,152,20120210
138,152,20120212
138,152,20120213
138,152,20120214
138,152,20120215
138,152,20120216
138,152,20120217
138,152,20120219
138,152,20120220
138,152,20120221
138,152,20120222
138,152,20120223
138,152,20120224
138,152,20120225
138,152,20120226
138,152,20120227
138,152,20120228
138,152,20120229
138,152,20120301
138,152,20120302
138,152,20120303
138,152,20120304
138,152,20120305
138,152,20120306
138,152,20120307
138,152,20120308
138,152,20120309
138,152,20120310
138,152,20120314
138,152,20120315
138,152,20120316
138,152,20120317
138,152,20120318
138,152,20120319
138,152,20120321
138,152,20120322
138,152,20120323
138,152,20120324
138,152,20120325
138,152,20120326
138,152,20120327
138,152,20120328
138,152,20120329
138,152,20120330
138,152,20120331
138,152,20120401
138,152,20120402
138,152,20120403
138,152,20120404
138,152,20120405
138,152,20120409
138,152,20120410
138,152,20120411
138,152,20120412
138,152,20120413
138,152,20120414
138,152,20120415
138,152,20120417
138,152,20120418
138,152,20120419
138,152,20120420
138,152,20120423
138,152,20120424
138,152,20120426
138,152,20120428
138,152,20120501
138,152,20120502
138,152,20120504
138,152,20120505
138,152,20120506
138,152,20120507
138,152,20120509
138,156,20110824
138,156,20110826
138,171,20120501
139,32,20110824
139,54,20110822
139,54,20110823
139,54,20110824
139,54,20110825
139,54,20110827
139,54,20110828
139,54,20110829
139,54,20110831
139,54,20110902
139,54,20110903
139,54,20110904
139,54,20110905
139,54,20110906
139,54,20110908
139,54,20110912
139,54,20110913
139,54,20110916
139,54,20110917
139,54,20110924
139,54,20110928
139,54,20110930
139,54,20111002
139,54,20111007
139,54,20111022
139,54,20111029
139,54,20111030
139,54,20120120
139,54,20120127
139,54,20120223
139,54,20120224
139,54,20120301
139,54,20120307
139,54,20120308
139,54,20120310
139,54,20120322
139,54,20120325
139,54,20120402
139,54,20120410
139,54,20120417
139,54,20120419
139,54,20120420
139,54,20120421
139,54,20120428
139,54,20120429
139,56,20110826
139,56,20110827
139,56,20110923
139,56,20110929
139,56,20111007
139,56,20111120
139,56,20111203
139,78,20120409
139,102,20110909
139,102,20110917
139,102,20110922
139,102,20120301
139,131,20120212
139,131,20120224
139,131,20120225
139,131,20120302
139,131,20120331
139,131,20120401
139,131,20120405
139,131,20120421
140,2,20111019
140,2,20111020
140,2,20111123
140,2,20111215
140,2,20111216
140,2,20120224
140,2,20120505
140,10,20110825
140,10,20110826
140,10,20110827
140,10,20110912
140,10,20120223
140,18,20120412
140,18,20120414
140,18,20120420
140,18,20120426
140,18,20120502
140,18,20120504
140,21,20120510
140,62,20111112
140,62,20111114
140,62,20111215
140,62,20120125
140,62,20120126
140,62,20120209
140,62,20120210
140,62,20120212
140,62,20120216
140,62,20120223
140,62,20120224
140,62,20120227
140,62,20120228
140,62,20120229
140,62,20120301
140,62,20120304
140,62,20120305
140,62,20120319
140,62,20120331
140,62,20120411
140,62,20120413
140,62,20120414
140,62,20120416
140,62,20120418
140,62,20120427
140,62,20120428
140,62,20120502
140,62,20120507
140,62,20120508
140,64,20111022
140,75,20110822
140,75,20110824
140,75,20110825
140,75,20110826
140,75,20110827
140,75,20110828
140,75,20110829
140,75,20110831
140,75,20110901
140,75,20110902
140,75,20110903
140,75,20110904
140,75,20110905
140,75,20110907
140,75,20110910
140,75,20110911
140,75,20110914
140,75,20110915
140,75,20110916
140,75,20110917
140,75,20110918
140,75,20110919
140,75,20110921
140,75,20110923
140,75,20110924
140,75,20110926
140,75,20110928
140,75,20110929
140,75,20110930
140,75,20111002
140,75,20111003
140,75,20111004
140,75,20111005
140,75,20111006
140,75,20111007
140,75,20111008
140,75,20111009
140,75,20111010
140,75,20111011
140,75,20111014
140,75,20111015
140,75,20111022
140,75,20111023
140,75,20111024
140,75,20111025
140,75,20111026
140,75,20111027
140,75,20111028
140,75,20111029
140,75,20111031
140,75,20111101
140,75,20111102
140,75,20111104
140,75,20111105
140,75,20111106
140,75,20111107
140,75,20111108
140,75,20111109
140,75,20111110
140,75,20111111
140,75,20111112
140,75,20111115
140,75,20111117
140,75,20111118
140,75,20111119
140,75,20111121
140,75,20111128
140,75,20111129
140,75,20111203
140,75,20111207
140,75,20111210
140,75,20111211
140,75,20111212
140,75,20111213
140,75,20111214
140,75,20111216
140,75,20111217
140,75,20111219
140,75,20111225
140,75,20120108
140,75,20120115
140,75,20120116
140,75,20120117
140,75,20120118
140,75,20120119
140,75,20120120
140,75,20120121
140,75,20120122
140,75,20120123
140,75,20120125
140,75,20120126
140,75,20120128
140,75,20120129
140,75,20120130
140,75,20120131
140,75,20120201
140,75,20120202
140,75,20120203
140,75,20120204
140,75,20120205
140,75,20120206
140,75,20120207
140,75,20120208
140,75,20120209
140,75,20120210
140,75,20120211
140,75,20120213
140,75,20120215
140,75,20120216
140,75,20120217
140,75,20120220
140,75,20120224
140,75,20120225
140,75,20120227
140,75,20120229
140,75,20120301
140,75,20120302
140,75,20120303
140,75,20120305
140,75,20120307
140,75,20120308
140,75,20120319
140,75,20120320
140,75,20120328
140,75,20120330
140,75,20120331
140,75,20120401
140,75,20120404
140,75,20120410
140,75,20120413
140,75,20120414
140,75,20120415
140,75,20120418
140,75,20120420
140,75,20120421
140,75,20120425
140,75,20120429
140,75,20120430
140,75,20120501
140,75,20120503
140,75,20120504
140,75,20120509
140,75,20120510
140,97,20110826
140,97,20110827
140,97,20110828
140,97,20110831
140,97,20110902
140,97,20110903
140,97,20110905
140,97,20110906
140,97,20110907
140,97,20110908
140,97,20110909
140,97,20110910
140,97,20110911
140,97,20110912
140,97,20110913
140,97,20110914
140,97,20110915
140,97,20110916
140,97,20110918
140,97,20110919
140,97,20110920
140,97,20110921
140,97,20110923
140,97,20110924
140,97,20110927
140,97,20110928
140,97,20110929
140,97,20110930
140,97,20111004
140,97,20111008
140,97,20111012
140,97,20111017
140,97,20111021
140,97,20111023
140,97,20111025
140,97,20111026
140,97,20111027
140,97,20111028
140,97,20111029
140,97,20111030
140,97,20111031
140,97,20111101
140,97,20111102
140,97,20111103
140,97,20111105
140,97,20111106
140,97,20111107
140,97,20111108
140,97,20111110
140,97,20111111
140,97,20111112
140,97,20111116
140,97,20111118
140,97,20111119
140,97,20111120
140,97,20111121
140,97,20111122
140,97,20111123
140,97,20111124
140,97,20111125
140,97,20111126
140,97,20111127
140,97,20111202
140,97,20111203
140,97,20111206
140,97,20111207
140,97,20111210
140,97,20111212
140,97,20111213
140,97,20111215
140,97,20111216
140,97,20111217
140,97,20111218
140,97,20111219
140,97,20111223
140,97,20111225
140,97,20111226
140,97,20111231
140,97,20120101
140,97,20120102
140,97,20120108
140,97,20120116
140,97,20120117
140,97,20120120
140,97,20120124
140,97,20120126
140,97,20120129
140,97,20120130
140,97,20120131
140,97,20120201
140,97,20120203
140,97,20120204
140,97,20120205
140,97,20120208
140,97,20120213
140,97,20120215
140,97,20120216
140,97,20120217
140,97,20120218
140,97,20120219
140,97,20120220
140,97,20120223
140,97,20120225
140,97,20120226
140,97,20120301
140,97,20120303
140,97,20120304
140,97,20120310
140,97,20120318
140,97,20120320
140,97,20120322
140,97,20120324
140,97,20120325
140,97,20120330
140,97,20120331
140,97,20120402
140,97,20120414
140,97,20120415
140,97,20120502
140,97,20120506
140,97,20120509
140,127,20120329
140,127,20120426
140,170,20111003
140,170,20111004
140,170,20111005
140,170,20111009
140,170,20111029
140,170,20111103
140,170,20111120
140,184,20110822
140,184,20110824
140,184,20110826
140,184,20111029
140,184,20120201
140,184,20120207
140,184,20120228
140,184,20120417
140,187,20120321
140,187,20120324
140,187,20120325
140,187,20120326
140,187,20120327
140,187,20120406
140,187,20120410
140,187,20120412
140,187,20120415
140,187,20120418
140,187,20120422
140,187,20120427
140,187,20120501
140,187,20120502
141,86,20111021
141,86,20111112
141,86,20120428
141,86,20120502
142,82,20110907
142,82,20110909
142,82,20111227
142,82,20111228
142,82,20120128
142,82,20120203
142,121,20120131
142,121,20120202
142,121,20120204
142,121,20120206
142,121,20120207
142,121,20120215
142,121,20120218
142,121,20120226
142,121,20120228
142,121,20120302
142,121,20120326
142,121,20120329
142,121,20120427
143,36,20111029
143,36,20111101
143,36,20111102
143,36,20111103
143,36,20111104
143,78,20110903
143,78,20110906
143,78,20110909
143,78,20110916
143,78,20110917
143,78,20110920
143,78,20110921
143,78,20110922
143,78,20110924
143,78,20110929
143,78,20110930
143,78,20111001
143,78,20111002
143,78,20111003
143,78,20111004
143,78,20111005
143,78,20111006
143,78,20111007
143,78,20111008
143,78,20111010
143,78,20111011
143,78,20111012
143,78,20111013
143,78,20111014
143,78,20111015
143,78,20111016
143,78,20111017
143,78,20111018
143,78,20111019
143,78,20111021
143,78,20111022
143,78,20111023
143,78,20111024
143,78,20111027
143,78,20111028
143,78,20111029
143,78,20111030
143,78,20111031
143,78,20111103
143,78,20111105
143,78,20111106
143,78,20111107
143,78,20111108
143,78,20111110
143,78,20111111
143,78,20111112
143,78,20111113
143,78,20111115
143,78,20111116
143,78,20111117
143,78,20111118
143,78,20111119
143,78,20111120
143,78,20111122
143,78,20111124
143,78,20111125
143,78,20111127
143,78,20111128
143,78,20111129
143,78,20111130
143,78,20111201
143,78,20111202
143,78,20111203
143,78,20111204
143,78,20111205
143,78,20111206
143,78,20111207
143,78,20111208
143,78,20111209
143,78,20111210
143,78,20111211
143,78,20111212
143,78,20111213
143,78,20111214
143,78,20111215
143,78,20111216
143,78,20111220
143,78,20111221
143,78,20111222
143,78,20111224
143,78,20111226
143,78,20111227
143,78,20111228
143,78,20111229
143,78,20111230
143,78,20111231
143,78,20120101
143,78,20120102
143,78,20120104
143,78,20120106
143,78,20120107
143,78,20120108
143,78,20120109
143,78,20120112
143,78,20120113
143,78,20120114
143,78,20120117
143,78,20120118
143,78,20120119
143,78,20120120
143,78,20120122
143,78,20120123
143,78,20120124
143,78,20120131
143,78,20120201
143,78,20120202
143,78,20120203
143,78,20120204
143,78,20120205
143,78,20120206
143,78,20120207
143,78,20120208
143,78,20120209
143,78,20120210
143,78,20120211
143,78,20120213
143,78,20120214
143,78,20120216
143,78,20120217
143,78,20120219
143,78,20120220
143,78,20120221
143,78,20120223
143,78,20120224
143,78,20120225
143,78,20120226
143,78,20120227
143,78,20120228
143,78,20120229
143,78,20120301
143,78,20120302
143,78,20120303
143,78,20120304
143,78,20120305
143,78,20120306
143,78,20120307
143,78,20120308
143,78,20120309
143,78,20120319
143,78,20120321
143,78,20120322
143,78,20120323
143,78,20120324
143,78,20120326
143,78,20120327
143,78,20120328
143,78,20120329
143,78,20120330
143,78,20120401
143,78,20120402
143,78,20120403
143,78,20120404
143,78,20120405
143,78,20120408
143,78,20120409
143,78,20120410
143,78,20120411
143,78,20120412
143,78,20120413
143,78,20120416
143,78,20120417
143,78,20120420
143,78,20120421
143,78,20120422
143,78,20120423
143,78,20120424
143,78,20120425
143,78,20120426
143,78,20120428
143,78,20120429
143,78,20120430
143,78,20120501
143,78,20120502
143,78,20120504
143,78,20120505
143,78,20120506
143,78,20120507
143,78,20120509
143,78,20120511
143,78,20120512
143,145,20111209
143,145,20111210
144,34,20110902
144,34,20111003
144,34,20111004
144,34,20111105
144,34,20111120
144,34,20111124
144,34,20111127
144,34,20120211
144,34,20120223
144,38,20110822
144,38,20111230
144,38,20120105
144,38,20120208
144,38,20120222
144,38,20120226
144,38,20120228
144,38,20120409
144,38,20120420
144,38,20120503
144,38,20120508
144,38,20120510
144,47,20120304
144,47,20120305
144,47,20120422
144,47,20120423
144,47,20120429
144,47,20120507
144,57,20110822
144,57,20110824
144,57,20110827
144,57,20110828
144,57,20110829
144,57,20110830
144,57,20110901
144,57,20110904
144,57,20110905
144,57,20110908
144,57,20110909
144,57,20110910
144,57,20110911
144,57,20110915
144,57,20110916
144,57,20110917
144,57,20110918
144,57,20110919
144,57,20110920
144,57,20110921
144,57,20110922
144,57,20110923
144,57,20110926
144,57,20110927
144,57,20110928
144,57,20110929
144,57,20110930
144,57,20111001
144,57,20111002
144,57,20111006
144,57,20111013
144,57,20111021
144,57,20111022
144,57,20111023
144,57,20111024
144,57,20111025
144,57,20111028
144,57,20111029
144,57,20111030
144,57,20111101
144,57,20111103
144,57,20111104
144,57,20111105
144,57,20111108
144,57,20111109
144,57,20111111
144,57,20111112
144,57,20111113
144,57,20111116
144,57,20111119
144,57,20111121
144,57,20111122
144,57,20111123
144,57,20111124
144,57,20111127
144,57,20111129
144,57,20111130
144,57,20111201
144,57,20111202
144,57,20111203
144,57,20111204
144,57,20111206
144,57,20111207
144,57,20111208
144,57,20111209
144,57,20111210
144,57,20111211
144,57,20111213
144,57,20111214
144,57,20111215
144,57,20111222
144,57,20111224
144,57,20111225
144,57,20120101
144,57,20120105
144,57,20120116
144,57,20120118
144,57,20120119
144,57,20120120
144,57,20120121
144,57,20120122
144,57,20120123
144,57,20120126
144,57,20120128
144,57,20120129
144,57,20120130
144,57,20120131
144,57,20120203
144,57,20120204
144,57,20120205
144,57,20120206
144,57,20120207
144,57,20120209
144,57,20120210
144,57,20120212
144,57,20120213
144,57,20120214
144,57,20120216
144,57,20120217
144,57,20120218
144,57,20120219
144,57,20120221
144,57,20120222
144,57,20120224
144,57,20120225
144,57,20120226
144,57,20120227
144,57,20120228
144,57,20120229
144,57,20120301
144,57,20120303
144,57,20120304
144,57,20120306
144,57,20120307
144,57,20120309
144,57,20120316
144,57,20120317
144,57,20120318
144,57,20120321
144,57,20120324
144,57,20120325
144,57,20120326
144,57,20120329
144,57,20120330
144,57,20120331
144,57,20120401
144,57,20120402
144,57,20120404
144,57,20120405
144,57,20120409
144,57,20120410
144,57,20120413
144,57,20120416
144,57,20120417
144,57,20120420
144,57,20120503
144,57,20120504
144,57,20120506
144,57,20120508
144,57,20120511
144,57,20120512
144,58,20120321
144,65,20110910
144,68,20110828
144,68,20110930
144,68,20111001
144,68,20111012
144,68,20111025
144,68,20111026
144,68,20111105
144,68,20111115
144,68,20111124
144,68,20111204
144,68,20111221
144,68,20111225
144,68,20120101
144,68,20120115
144,68,20120213
144,68,20120214
144,68,20120216
144,68,20120219
144,68,20120220
144,68,20120224
144,68,20120225
144,68,20120301
144,68,20120303
144,68,20120307
144,68,20120308
144,68,20120309
144,68,20120316
144,68,20120317
144,68,20120318
144,68,20120322
144,68,20120324
144,68,20120325
144,68,20120326
144,68,20120330
144,68,20120401
144,68,20120406
144,68,20120409
144,68,20120412
144,68,20120414
144,68,20120416
144,68,20120422
144,68,20120425
144,68,20120426
144,68,20120428
144,68,20120501
144,68,20120503
144,68,20120508
144,103,20120118
144,103,20120212
144,110,20120303
144,113,20110823
144,113,20110825
144,113,20110903
144,113,20110905
144,113,20111001
144,113,20111003
144,113,20111006
144,113,20111124
144,113,20120210
144,116,20111002
144,116,20111028
144,116,20111029
144,116,20111112
144,116,20111124
144,116,20120203
144,116,20120331
144,116,20120412
144,116,20120414
144,118,20110823
144,118,20110829
144,118,20110912
144,118,20110920
144,118,20110921
144,118,20111003
144,122,20111109
144,122,20111110
144,122,20111111
144,136,20110825
144,136,20110916
144,136,20111007
144,136,20111124
144,136,20120120
144,136,20120127
144,136,20120201
144,136,20120205
144,136,20120217
144,136,20120302
144,136,20120323
144,136,20120324
144,136,20120326
144,136,20120418
144,136,20120505
144,156,20120130
144,156,20120227
144,156,20120508
144,182,20120419
144,182,20120423
145,25,20110821
145,25,20110822
145,25,20110823
145,25,20110825
145,25,20110826
145,25,20110827
145,25,20110828
145,25,20110829
145,25,20110830
145,25,20110831
145,25,20110901
145,25,20110902
145,25,20110903
145,25,20110904
145,25,20110908
145,25,20110909
145,25,20110910
145,25,20110913
145,25,20110915
145,25,20110916
145,25,20110917
145,25,20110921
145,25,20110923
145,25,20110924
145,25,20110925
145,25,20110930
145,25,20111001
145,25,20111019
145,25,20111022
145,25,20111023
145,25,20111024
145,25,20111026
145,25,20111027
145,25,20111030
145,25,20111031
145,25,20111102
145,25,20111104
145,25,20111107
145,25,20111111
145,25,20111112
145,25,20111118
145,25,20111119
145,25,20111120
145,25,20111121
145,25,20111124
145,25,20111201
145,25,20111203
145,25,20111204
145,25,20111205
145,25,20111206
145,25,20111207
145,25,20111219
145,25,20111223
145,25,20120105
145,25,20120114
145,25,20120118
145,25,20120120
145,25,20120121
145,25,20120122
145,25,20120124
145,25,20120125
145,25,20120126
145,25,20120203
145,25,20120204
145,25,20120213
145,25,20120307
145,25,20120311
145,25,20120318
145,25,20120323
145,25,20120324
145,25,20120402
145,25,20120404
145,25,20120413
145,25,20120504
145,25,20120509
145,98,20111117
145,98,20111213
145,143,20111209
145,143,20111210
145,152,20111119
145,193,20120216
145,193,20120223
145,193,20120224
145,193,20120301
145,193,20120302
145,193,20120306
145,193,20120307
145,193,20120310
145,193,20120311
145,193,20120319
145,193,20120320
145,193,20120328
145,193,20120403
145,193,20120405
145,193,20120411
145,193,20120413
145,193,20120504
145,193,20120510
146,3,20110926
146,3,20111017
146,3,20111018
146,3,20111029
146,3,20111105
146,3,20111112
146,3,20111113
146,3,20111124
146,3,20111202
146,3,20111225
146,4,20111030
146,4,20111124
146,4,20120120
146,4,20120121
146,4,20120122
146,4,20120207
146,4,20120211
146,4,20120213
146,4,20120215
146,4,20120216
146,4,20120217
146,4,20120220
146,4,20120223
146,4,20120227
146,4,20120301
146,4,20120305
146,4,20120319
146,4,20120322
146,4,20120325
146,4,20120326
146,4,20120327
146,4,20120328
146,4,20120329
146,4,20120402
146,4,20120406
146,4,20120414
146,4,20120416
146,4,20120417
146,4,20120418
146,4,20120419
146,4,20120420
146,4,20120421
